	sentence_A_Ja	sentence_B_Ja	entailment_label_Ja	heuristics	number_of_NPs	semtag	split
12583	間違いなく大人がホッケー選手を蹴った	大人がホッケー選手を蹴った	entailment	constituent	2	factive-adverb	train
12584	確実に老人が会社員を助けた	老人が会社員を助けた	entailment	constituent	2	factive-adverb	train
12585	明らかにライダーが男性を見つめている	ライダーが男性を見つめている	entailment	constituent	2	factive-adverb	train
12586	確実に若者がホッケー選手をたたいている	若者がホッケー選手をたたいている	entailment	constituent	2	factive-adverb	train
12587	確実にテニス選手がフットボール選手を指さしている	テニス選手がフットボール選手を指さしている	entailment	constituent	2	factive-adverb	train
12588	確実に女性が会社員を見ている	女性が会社員を見ている	entailment	constituent	2	factive-adverb	train
12589	明らかにサーファーが子供を見つめている	サーファーが子供を見つめている	entailment	constituent	2	factive-adverb	train
12590	明らかに男の子が会社員を押した	男の子が会社員を押した	entailment	constituent	2	factive-adverb	train
12591	間違いなくフットボール選手が若者を指さしている	フットボール選手が若者を指さしている	entailment	constituent	2	factive-adverb	train
12592	確実に学生がテニス選手を追いかけている	学生がテニス選手を追いかけている	entailment	constituent	2	factive-adverb	train
12593	確実に子供が老人をたたいている	子供が老人をたたいている	entailment	constituent	2	factive-adverb	train
12594	確実にスノーボーダーが女性を見ている	スノーボーダーが女性を見ている	entailment	constituent	2	factive-adverb	train
12595	明らかに子供がカップルを助けた	子供がカップルを助けた	entailment	constituent	2	factive-adverb	train
12596	間違いなく男の子が子供を追いかけている	男の子が子供を追いかけている	entailment	constituent	2	factive-adverb	train
12597	間違いなくホッケー選手がスノーボーダーを追いかけている	ホッケー選手がスノーボーダーを追いかけている	entailment	constituent	2	factive-adverb	train
12598	確実に会社員が子供をいじめている	会社員が子供をいじめている	entailment	constituent	2	factive-adverb	train
12599	間違いなく男性がホッケー選手を指さしている	男性がホッケー選手を指さしている	entailment	constituent	2	factive-adverb	train
12600	確実にホッケー選手にテニス選手がしがみついた	確実にテニス選手がホッケー選手にしがみついた	entailment	overlap-full	2	factive-adverb	train
12601	確実にライダーに女の子が追いついた	確実に女の子がライダーに追いついた	entailment	overlap-full	2	factive-adverb	train
12602	間違いなくサーファーに女性が駆け寄った	間違いなく女性がサーファーに駆け寄った	entailment	overlap-full	2	factive-adverb	train
12603	間違いなく男の子に学生が跳びついた	間違いなく学生が男の子に跳びついた	entailment	overlap-full	2	factive-adverb	test
12604	間違いなくサーファーに女の子が合図を送った	間違いなく女の子がサーファーに合図を送った	entailment	overlap-full	2	factive-adverb	train
12605	間違いなく老人に男の子が跳びついた	間違いなく男の子が老人に跳びついた	entailment	overlap-full	2	factive-adverb	train
12606	確実に会社員にサーファーが追いついた	確実にサーファーが会社員に追いついた	entailment	overlap-full	2	factive-adverb	train
12607	明らかに大人にテニス選手が合図を送った	明らかにテニス選手が大人に合図を送った	entailment	overlap-full	2	factive-adverb	train
12608	間違いなく女の子にスノーボーダーが合図を送った	間違いなくスノーボーダーが女の子に合図を送った	entailment	overlap-full	2	factive-adverb	train
12609	確実に会社員にホッケー選手が跳びついた	確実にホッケー選手が会社員に跳びついた	entailment	overlap-full	2	factive-adverb	test
12610	確実にサーファーに女性が合図を送った	確実に女性がサーファーに合図を送った	entailment	overlap-full	2	factive-adverb	train
12611	間違いなく会社員に老人が寄りかかっている	間違いなく老人が会社員に寄りかかっている	entailment	overlap-full	2	factive-adverb	train
12612	確実にホッケー選手に女の子が話しかけている	確実に女の子がホッケー選手に話しかけている	entailment	overlap-full	2	factive-adverb	train
12613	間違いなく男の子にテニス選手が跳びついた	間違いなくテニス選手が男の子に跳びついた	entailment	overlap-full	2	factive-adverb	train
12614	確実に学生に子供がしがみついた	確実に子供が学生にしがみついた	entailment	overlap-full	2	factive-adverb	train
12615	明らかに女の子に大人がしがみついた	明らかに大人が女の子にしがみついた	entailment	overlap-full	2	factive-adverb	train
12616	間違いなく老人にフットボール選手が話しかけている	間違いなくフットボール選手が老人に話しかけている	entailment	overlap-full	2	factive-adverb	train
12617	間違いなくフットボール選手に子供が近づいた	間違いなく子供がフットボール選手に近づいた	entailment	overlap-full	2	factive-adverb	train
12618	明らかにライダーにサーファーが駆け寄った	明らかにサーファーがライダーに駆け寄った	entailment	overlap-full	2	factive-adverb	train
12619	確実に大人に女の子が跳びついた	確実に女の子が大人に跳びついた	entailment	overlap-full	2	factive-adverb	train
12620	間違いなく学生に大人がしがみついた	間違いなく大人が学生にしがみついた	entailment	overlap-full	2	factive-adverb	train
12621	確実に女性に大人が追いついた	確実に大人が女性に追いついた	entailment	overlap-full	2	factive-adverb	train
12622	確実に会社員にカップルが追いついた	確実にカップルが会社員に追いついた	entailment	overlap-full	2	factive-adverb	train
12623	明らかに大人に女性が微笑んだ	明らかに女性が大人に微笑んだ	entailment	overlap-full	2	factive-adverb	train
12624	間違いなく学生にライダーが追いついた	間違いなくライダーが学生に追いついた	entailment	overlap-full	2	factive-adverb	train
12625	確実にホッケー選手にフットボール選手が飛びかかった	確実にフットボール選手がホッケー選手に飛びかかった	entailment	overlap-full	2	factive-adverb	train
12626	確実に男性にカップルが追いついた	確実にカップルが男性に追いついた	entailment	overlap-full	2	factive-adverb	train
12627	確実に大人にフットボール選手がしがみついた	確実にフットボール選手が大人にしがみついた	entailment	overlap-full	2	factive-adverb	train
12628	明らかに子供に女性が微笑んだ	明らかに女性が子供に微笑んだ	entailment	overlap-full	2	factive-adverb	train
12629	確実にカップルに若者が近づいた	確実に若者がカップルに近づいた	entailment	overlap-full	2	factive-adverb	train
12630	明らかにカップルに子供が跳びついた	明らかに子供がカップルに跳びついた	entailment	overlap-full	2	factive-adverb	train
12631	間違いなく女の子にホッケー選手が駆け寄った	間違いなくホッケー選手が女の子に駆け寄った	entailment	overlap-full	2	factive-adverb	train
12632	間違いなくフットボール選手に大人が跳びついた	間違いなく大人がフットボール選手に跳びついた	entailment	overlap-full	2	factive-adverb	train
12633	明らかにホッケー選手に老人が飛びかかった	明らかに老人がホッケー選手に飛びかかった	entailment	overlap-full	2	factive-adverb	train
12634	間違いなくフットボール選手に男性が寄りかかっている	間違いなく男性がフットボール選手に寄りかかっている	entailment	overlap-full	2	factive-adverb	train
12635	確実にカップルに女性がしがみついた	確実に女性がカップルにしがみついた	entailment	overlap-full	2	factive-adverb	train
12636	間違いなくカップルに会社員が寄りかかっている	間違いなく会社員がカップルに寄りかかっている	entailment	overlap-full	2	factive-adverb	test
12637	間違いなく会社員にテニス選手が追いついた	間違いなくテニス選手が会社員に追いついた	entailment	overlap-full	2	factive-adverb	train
12638	明らかに男性にライダーが追いついた	明らかにライダーが男性に追いついた	entailment	overlap-full	2	factive-adverb	train
12639	間違いなくスノーボーダーに学生がしがみついた	間違いなく学生がスノーボーダーにしがみついた	entailment	overlap-full	2	factive-adverb	train
12640	確実にライダーに子供が寄りかかっている	確実に子供がライダーに寄りかかっている	entailment	overlap-full	2	factive-adverb	train
12641	確実にライダーにスノーボーダーが近づいた	確実にスノーボーダーがライダーに近づいた	entailment	overlap-full	2	factive-adverb	train
12642	間違いなくライダーに老人が寄りかかっている	間違いなく老人がライダーに寄りかかっている	entailment	overlap-full	2	factive-adverb	train
12643	明らかに子供にライダーが近づいた	明らかにライダーが子供に近づいた	entailment	overlap-full	2	factive-adverb	train
12644	確実に子供にスノーボーダーが話しかけている	確実にスノーボーダーが子供に話しかけている	entailment	overlap-full	2	factive-adverb	train
12645	確実に会社員に男の子が飛びかかった	確実に男の子が会社員に飛びかかった	entailment	overlap-full	2	factive-adverb	train
12646	間違いなく老人に女性が寄りかかっている	間違いなく女性が老人に寄りかかっている	entailment	overlap-full	2	factive-adverb	train
12647	確実にサーファーに学生が近づいた	確実に学生がサーファーに近づいた	entailment	overlap-full	2	factive-adverb	train
12648	間違いなく女性に子供が跳びついた	間違いなく子供が女性に跳びついた	entailment	overlap-full	2	factive-adverb	train
12649	間違いなくスノーボーダーに男の子が寄りかかっている	間違いなく男の子がスノーボーダーに寄りかかっている	entailment	overlap-full	2	factive-adverb	train
12650	確実にフットボール選手に女の子が近づいた	確実に女の子がフットボール選手に近づいた	entailment	overlap-full	2	factive-adverb	train
12651	明らかにフットボール選手にスノーボーダーがぶつかった	明らかにスノーボーダーがフットボール選手にぶつかった	entailment	overlap-full	2	factive-adverb	train
12652	明らかにフットボール選手に会社員が話しかけている	明らかに会社員がフットボール選手に話しかけている	entailment	overlap-full	2	factive-adverb	train
12653	間違いなくテニス選手に男性が微笑んだ	間違いなく男性がテニス選手に微笑んだ	entailment	overlap-full	2	factive-adverb	train
12654	明らかに老人にフットボール選手が話しかけている	明らかにフットボール選手が老人に話しかけている	entailment	overlap-full	2	factive-adverb	train
12655	確実にテニス選手に男の子が駆け寄った	確実に男の子がテニス選手に駆け寄った	entailment	overlap-full	2	factive-adverb	train
12656	確実に大人に女性が駆け寄った	確実に女性が大人に駆け寄った	entailment	overlap-full	2	factive-adverb	train
12657	確実にサーファーに女性が跳びついた	確実に女性がサーファーに跳びついた	entailment	overlap-full	2	factive-adverb	train
12658	明らかにカップルにライダーがぶつかった	明らかにライダーがカップルにぶつかった	entailment	overlap-full	2	factive-adverb	test
12659	確実に会社員に女の子が合図を送った	確実に女の子が会社員に合図を送った	entailment	overlap-full	2	factive-adverb	train
12660	間違いなくホッケー選手にサーファーがぶつかった	間違いなくサーファーがホッケー選手にぶつかった	entailment	overlap-full	2	factive-adverb	train
12661	明らかに子供にホッケー選手が近づいた	明らかにホッケー選手が子供に近づいた	entailment	overlap-full	2	factive-adverb	test
12662	確実に女の子に会社員が追いついた	確実に会社員が女の子に追いついた	entailment	overlap-full	2	factive-adverb	train
12663	確実に若者にスノーボーダーが跳びついた	確実にスノーボーダーが若者に跳びついた	entailment	overlap-full	2	factive-adverb	train
12664	間違いなく女の子にフットボール選手が近づいた	間違いなくフットボール選手が女の子に近づいた	entailment	overlap-full	2	factive-adverb	train
12665	間違いなく男性にホッケー選手が微笑んだ	間違いなくホッケー選手が男性に微笑んだ	entailment	overlap-full	2	factive-adverb	train
12666	明らかに学生にホッケー選手が飛びかかった	明らかにホッケー選手が学生に飛びかかった	entailment	overlap-full	2	factive-adverb	train
12667	確実に女の子に会社員が話しかけている	確実に会社員が女の子に話しかけている	entailment	overlap-full	2	factive-adverb	train
12668	明らかに老人に女性が追いついた	明らかに女性が老人に追いついた	entailment	overlap-full	2	factive-adverb	train
12669	確実に女の子にサーファーが追いついた	確実にサーファーが女の子に追いついた	entailment	overlap-full	2	factive-adverb	train
12670	間違いなくテニス選手にカップルが話しかけている	間違いなくカップルがテニス選手に話しかけている	entailment	overlap-full	2	factive-adverb	train
12671	確実にカップルに大人が駆け寄った	確実に大人がカップルに駆け寄った	entailment	overlap-full	2	factive-adverb	train
12672	確実にスノーボーダーに女の子が話しかけている	確実に女の子がスノーボーダーに話しかけている	entailment	overlap-full	2	factive-adverb	train
12673	明らかにスノーボーダーに若者が微笑んだ	明らかに若者がスノーボーダーに微笑んだ	entailment	overlap-full	2	factive-adverb	train
12674	明らかに子供にライダーが近づいた	明らかにライダーが子供に近づいた	entailment	overlap-full	2	factive-adverb	train
12675	明らかに若者に女性が話しかけている	明らかに女性が若者に話しかけている	entailment	overlap-full	2	factive-adverb	train
12676	間違いなくテニス選手に会社員が近づいた	間違いなく会社員がテニス選手に近づいた	entailment	overlap-full	2	factive-adverb	train
12677	確実にサーファーに女の子が駆け寄った	確実に女の子がサーファーに駆け寄った	entailment	overlap-full	2	factive-adverb	train
12678	明らかに女の子に子供がつかみかかった	明らかに子供が女の子につかみかかった	entailment	overlap-full	2	factive-adverb	train
12679	確実に男の子に子供が追いついた	確実に子供が男の子に追いついた	entailment	overlap-full	2	factive-adverb	train
12680	間違いなくホッケー選手に女の子が寄りかかっている	間違いなく女の子がホッケー選手に寄りかかっている	entailment	overlap-full	2	factive-adverb	train
12681	明らかにホッケー選手にカップルがぶつかった	明らかにカップルがホッケー選手にぶつかった	entailment	overlap-full	2	factive-adverb	train
12682	間違いなく女性に大人が飛びかかった	間違いなく大人が女性に飛びかかった	entailment	overlap-full	2	factive-adverb	train
12683	間違いなくライダーにホッケー選手が微笑んだ	間違いなくホッケー選手がライダーに微笑んだ	entailment	overlap-full	2	factive-adverb	train
12684	間違いなく老人に女の子が跳びついた	間違いなく女の子が老人に跳びついた	entailment	overlap-full	2	factive-adverb	train
12685	確実に男の子にサーファーが飛びかかった	確実にサーファーが男の子に飛びかかった	entailment	overlap-full	2	factive-adverb	train
12686	間違いなく子供に男の子が合図を送った	間違いなく男の子が子供に合図を送った	entailment	overlap-full	2	factive-adverb	train
12687	確実に男性にホッケー選手がぶつかった	確実にホッケー選手が男性にぶつかった	entailment	overlap-full	2	factive-adverb	train
12688	明らかに女の子に男の子がぶつかった	明らかに男の子が女の子にぶつかった	entailment	overlap-full	2	factive-adverb	train
12689	明らかにフットボール選手にライダーが跳びついた	明らかにライダーがフットボール選手に跳びついた	entailment	overlap-full	2	factive-adverb	train
12690	間違いなく女性に男性が近づいた	間違いなく男性が女性に近づいた	entailment	overlap-full	2	factive-adverb	train
12691	確実に男性に女の子がぶつかった	確実に女の子が男性にぶつかった	entailment	overlap-full	2	factive-adverb	train
12692	間違いなくホッケー選手に男の子がつかみかかった	間違いなく男の子がホッケー選手につかみかかった	entailment	overlap-full	2	factive-adverb	train
12693	明らかにホッケー選手にライダーが駆け寄った	明らかにライダーがホッケー選手に駆け寄った	entailment	overlap-full	2	factive-adverb	train
12694	明らかに女性にライダーが近づいた	明らかにライダーが女性に近づいた	entailment	overlap-full	2	factive-adverb	train
12695	確実に男性に女の子がしがみついた	確実に女の子が男性にしがみついた	entailment	overlap-full	2	factive-adverb	train
12696	確実に若者に男性が跳びついた	確実に男性が若者に跳びついた	entailment	overlap-full	2	factive-adverb	train
12697	間違いなく会社員に女性が話しかけている	間違いなく女性が会社員に話しかけている	entailment	overlap-full	2	factive-adverb	train
12698	明らかに老人にライダーがしがみついた	明らかにライダーが老人にしがみついた	entailment	overlap-full	2	factive-adverb	train
12699	間違いなくテニス選手に子供がつかみかかった	間違いなく子供がテニス選手につかみかかった	entailment	overlap-full	2	factive-adverb	train
12700	明らかに大人をテニス選手が追いかけている	明らかに大人がテニス選手を追いかけている	non-entailment	overlap-full	1	factive-adverb	train
12701	確実に会社員をフットボール選手が追い払った	確実に会社員がフットボール選手を追い払った	non-entailment	overlap-full	1	factive-adverb	train
12702	明らかに若者を女性がにらんでいる	明らかに若者が女性をにらんでいる	non-entailment	overlap-full	1	factive-adverb	train
12703	明らかに男の子をスノーボーダーが追い払った	明らかに男の子がスノーボーダーを追い払った	non-entailment	overlap-full	1	factive-adverb	train
12704	明らかに大人をライダーが蹴った	明らかに大人がライダーを蹴った	non-entailment	overlap-full	1	factive-adverb	train
12705	間違いなくカップルを男性がにらんでいる	間違いなくカップルが男性をにらんでいる	non-entailment	overlap-full	1	factive-adverb	train
12706	明らかにサーファーを男性が見ている	明らかにサーファーが男性を見ている	non-entailment	overlap-full	1	factive-adverb	train
12707	明らかに男の子を子供が追い払った	明らかに男の子が子供を追い払った	non-entailment	overlap-full	1	factive-adverb	train
12708	間違いなく若者を女性がたたいている	間違いなく若者が女性をたたいている	non-entailment	overlap-full	1	factive-adverb	train
12709	明らかに会社員をテニス選手が指さしている	明らかに会社員がテニス選手を指さしている	non-entailment	overlap-full	1	factive-adverb	train
12710	明らかにライダーをカップルがいじめている	明らかにライダーがカップルをいじめている	non-entailment	overlap-full	1	factive-adverb	train
12711	確実に老人を女の子が助けた	確実に老人が女の子を助けた	non-entailment	overlap-full	1	factive-adverb	train
12712	明らかに男の子をライダーが指さしている	明らかに男の子がライダーを指さしている	non-entailment	overlap-full	1	factive-adverb	train
12713	確実に男の子をスノーボーダーが蹴った	確実に男の子がスノーボーダーを蹴った	non-entailment	overlap-full	1	factive-adverb	train
12714	確実に女の子をライダーが追い払った	確実に女の子がライダーを追い払った	non-entailment	overlap-full	1	factive-adverb	train
12715	間違いなく老人を女性が追いかけている	間違いなく老人が女性を追いかけている	non-entailment	overlap-full	1	factive-adverb	train
12716	確実に子供をフットボール選手が見つめている	確実に子供がフットボール選手を見つめている	non-entailment	overlap-full	1	factive-adverb	train
12717	間違いなく若者を老人が見つめている	間違いなく若者が老人を見つめている	non-entailment	overlap-full	1	factive-adverb	train
12718	確実に若者を女性が見ている	確実に若者が女性を見ている	non-entailment	overlap-full	1	factive-adverb	train
12719	明らかにフットボール選手をテニス選手がにらんでいる	明らかにフットボール選手がテニス選手をにらんでいる	non-entailment	overlap-full	1	factive-adverb	test
12720	明らかに会社員を女性が指さしている	明らかに会社員が女性を指さしている	non-entailment	overlap-full	1	factive-adverb	test
12721	明らかにカップルを男性が追いかけている	明らかにカップルが男性を追いかけている	non-entailment	overlap-full	1	factive-adverb	train
12722	間違いなく大人を男の子がたたいている	間違いなく大人が男の子をたたいている	non-entailment	overlap-full	1	factive-adverb	train
12723	間違いなく若者を女性がたたいている	間違いなく若者が女性をたたいている	non-entailment	overlap-full	1	factive-adverb	train
12724	確実にテニス選手を女性が追いかけている	確実にテニス選手が女性を追いかけている	non-entailment	overlap-full	1	factive-adverb	train
12725	確実にサーファーを会社員が指さしている	確実にサーファーが会社員を指さしている	non-entailment	overlap-full	1	factive-adverb	train
12726	間違いなく男性をフットボール選手が指さしている	間違いなく男性がフットボール選手を指さしている	non-entailment	overlap-full	1	factive-adverb	train
12727	明らかに若者をフットボール選手が見つめている	明らかに若者がフットボール選手を見つめている	non-entailment	overlap-full	1	factive-adverb	train
12728	明らかに女の子をサーファーが指さしている	明らかに女の子がサーファーを指さしている	non-entailment	overlap-full	1	factive-adverb	train
12729	間違いなく会社員をスノーボーダーがたたいている	間違いなく会社員がスノーボーダーをたたいている	non-entailment	overlap-full	1	factive-adverb	train
12730	間違いなく老人をスノーボーダーが追い払った	間違いなく老人がスノーボーダーを追い払った	non-entailment	overlap-full	1	factive-adverb	train
12731	明らかにテニス選手をカップルが蹴った	明らかにテニス選手がカップルを蹴った	non-entailment	overlap-full	1	factive-adverb	train
12732	間違いなく子供を大人が押した	間違いなく子供が大人を押した	non-entailment	overlap-full	1	factive-adverb	train
12733	明らかにテニス選手を男性が追いかけている	明らかにテニス選手が男性を追いかけている	non-entailment	overlap-full	1	factive-adverb	train
12734	確実に子供を男性が蹴った	確実に子供が男性を蹴った	non-entailment	overlap-full	1	factive-adverb	train
12735	確実に会社員を学生がいじめている	確実に会社員が学生をいじめている	non-entailment	overlap-full	1	factive-adverb	test
12736	明らかに会社員を子供が押した	明らかに会社員が子供を押した	non-entailment	overlap-full	1	factive-adverb	train
12737	確実にホッケー選手を学生が助けた	確実にホッケー選手が学生を助けた	non-entailment	overlap-full	1	factive-adverb	train
12738	確実に会社員を学生が蹴った	確実に会社員が学生を蹴った	non-entailment	overlap-full	1	factive-adverb	train
12739	間違いなく子供を女の子がたたいている	間違いなく子供が女の子をたたいている	non-entailment	overlap-full	1	factive-adverb	train
12740	明らかに女性をホッケー選手が見つめている	明らかに女性がホッケー選手を見つめている	non-entailment	overlap-full	1	factive-adverb	train
12741	確実に学生を男の子が追い回した	確実に学生が男の子を追い回した	non-entailment	overlap-full	1	factive-adverb	train
12742	間違いなく会社員を男の子がにらんでいる	間違いなく会社員が男の子をにらんでいる	non-entailment	overlap-full	1	factive-adverb	train
12743	明らかに若者をフットボール選手が助けた	明らかに若者がフットボール選手を助けた	non-entailment	overlap-full	1	factive-adverb	train
12744	確実に若者を大人が助けた	確実に若者が大人を助けた	non-entailment	overlap-full	1	factive-adverb	train
12745	確実にカップルを会社員が蹴った	確実にカップルが会社員を蹴った	non-entailment	overlap-full	1	factive-adverb	train
12746	確実に会社員を老人がたたいている	確実に会社員が老人をたたいている	non-entailment	overlap-full	1	factive-adverb	train
12747	間違いなく男の子を女の子が押した	間違いなく男の子が女の子を押した	non-entailment	overlap-full	1	factive-adverb	train
12748	間違いなくライダーを女の子が押した	間違いなくライダーが女の子を押した	non-entailment	overlap-full	1	factive-adverb	train
12749	明らかに女性をスノーボーダーが追いかけている	明らかに女性がスノーボーダーを追いかけている	non-entailment	overlap-full	1	factive-adverb	train
12750	明らかに男の子をサーファーが助けた	明らかに男の子がサーファーを助けた	non-entailment	overlap-full	1	factive-adverb	train
12751	間違いなくホッケー選手をスノーボーダーがいじめている	間違いなくホッケー選手がスノーボーダーをいじめている	non-entailment	overlap-full	1	factive-adverb	train
12752	確実にカップルを女の子が見ている	確実にカップルが女の子を見ている	non-entailment	overlap-full	1	factive-adverb	test
12753	間違いなく老人を男の子が見つめている	間違いなく老人が男の子を見つめている	non-entailment	overlap-full	1	factive-adverb	train
12754	間違いなく大人を会社員が追い払った	間違いなく大人が会社員を追い払った	non-entailment	overlap-full	1	factive-adverb	train
12755	間違いなくホッケー選手を女性がたたいている	間違いなくホッケー選手が女性をたたいている	non-entailment	overlap-full	1	factive-adverb	train
12756	明らかに老人を大人がいじめている	明らかに老人が大人をいじめている	non-entailment	overlap-full	1	factive-adverb	train
12757	明らかに若者を会社員が見つめている	明らかに若者が会社員を見つめている	non-entailment	overlap-full	1	factive-adverb	train
12758	明らかに会社員を子供が追い回した	明らかに会社員が子供を追い回した	non-entailment	overlap-full	1	factive-adverb	train
12759	確実にライダーをフットボール選手が指さしている	確実にライダーがフットボール選手を指さしている	non-entailment	overlap-full	1	factive-adverb	train
12760	確実に会社員を若者がにらんでいる	確実に会社員が若者をにらんでいる	non-entailment	overlap-full	1	factive-adverb	train
12761	確実にフットボール選手を大人が指さしている	確実にフットボール選手が大人を指さしている	non-entailment	overlap-full	1	factive-adverb	train
12762	確実に学生をテニス選手が指さしている	確実に学生がテニス選手を指さしている	non-entailment	overlap-full	1	factive-adverb	train
12763	確実にテニス選手を子供が押した	確実にテニス選手が子供を押した	non-entailment	overlap-full	1	factive-adverb	train
12764	明らかに会社員をホッケー選手が追いかけている	明らかに会社員がホッケー選手を追いかけている	non-entailment	overlap-full	1	factive-adverb	train
12765	間違いなく男の子を大人が蹴った	間違いなく男の子が大人を蹴った	non-entailment	overlap-full	1	factive-adverb	train
12766	間違いなく学生を女性が追い払った	間違いなく学生が女性を追い払った	non-entailment	overlap-full	1	factive-adverb	train
12767	確実に男の子をライダーが助けた	確実に男の子がライダーを助けた	non-entailment	overlap-full	1	factive-adverb	test
12768	明らかに若者を老人が見ている	明らかに若者が老人を見ている	non-entailment	overlap-full	1	factive-adverb	train
12769	間違いなく子供をテニス選手が押した	間違いなく子供がテニス選手を押した	non-entailment	overlap-full	1	factive-adverb	train
12770	間違いなくスノーボーダーを子供がいじめている	間違いなくスノーボーダーが子供をいじめている	non-entailment	overlap-full	1	factive-adverb	train
12771	確実に女性を若者が蹴った	確実に女性が若者を蹴った	non-entailment	overlap-full	1	factive-adverb	train
12772	明らかにフットボール選手をカップルがたたいている	明らかにフットボール選手がカップルをたたいている	non-entailment	overlap-full	1	factive-adverb	train
12773	間違いなくサーファーを大人が見つめている	間違いなくサーファーが大人を見つめている	non-entailment	overlap-full	1	factive-adverb	train
12774	明らかにテニス選手を女性が指さしている	明らかにテニス選手が女性を指さしている	non-entailment	overlap-full	1	factive-adverb	train
12775	間違いなく子供を学生が助けた	間違いなく子供が学生を助けた	non-entailment	overlap-full	1	factive-adverb	train
12776	間違いなく女性を会社員がにらんでいる	間違いなく女性が会社員をにらんでいる	non-entailment	overlap-full	1	factive-adverb	train
12777	間違いなく男性をホッケー選手がにらんでいる	間違いなく男性がホッケー選手をにらんでいる	non-entailment	overlap-full	1	factive-adverb	train
12778	明らかにテニス選手を女性がたたいている	明らかにテニス選手が女性をたたいている	non-entailment	overlap-full	1	factive-adverb	train
12779	明らかに学生をカップルが追いかけている	明らかに学生がカップルを追いかけている	non-entailment	overlap-full	1	factive-adverb	train
12780	間違いなく女の子を学生が追いかけている	間違いなく女の子が学生を追いかけている	non-entailment	overlap-full	1	factive-adverb	train
12781	間違いなくフットボール選手を男性が指さしている	間違いなくフットボール選手が男性を指さしている	non-entailment	overlap-full	1	factive-adverb	train
12782	確実に女性をフットボール選手が見ている	確実に女性がフットボール選手を見ている	non-entailment	overlap-full	1	factive-adverb	train
12783	間違いなくテニス選手を男の子がいじめている	間違いなくテニス選手が男の子をいじめている	non-entailment	overlap-full	1	factive-adverb	train
12784	間違いなくサーファーを女の子がたたいている	間違いなくサーファーが女の子をたたいている	non-entailment	overlap-full	1	factive-adverb	train
12785	明らかに男性をカップルが追いかけている	明らかに男性がカップルを追いかけている	non-entailment	overlap-full	1	factive-adverb	train
12786	明らかに若者をホッケー選手が蹴った	明らかに若者がホッケー選手を蹴った	non-entailment	overlap-full	1	factive-adverb	train
12787	確実に老人を学生がたたいている	確実に老人が学生をたたいている	non-entailment	overlap-full	1	factive-adverb	train
12788	明らかに若者を女性が助けた	明らかに若者が女性を助けた	non-entailment	overlap-full	1	factive-adverb	train
12789	間違いなくサーファーを老人がいじめている	間違いなくサーファーが老人をいじめている	non-entailment	overlap-full	1	factive-adverb	train
12790	明らかにライダーを男の子が指さしている	明らかにライダーが男の子を指さしている	non-entailment	overlap-full	1	factive-adverb	train
12791	確実に子供をホッケー選手が追い回した	確実に子供がホッケー選手を追い回した	non-entailment	overlap-full	1	factive-adverb	train
12792	明らかに女の子を女性が追い回した	明らかに女の子が女性を追い回した	non-entailment	overlap-full	1	factive-adverb	train
12793	明らかに老人を若者が見つめている	明らかに老人が若者を見つめている	non-entailment	overlap-full	1	factive-adverb	train
12794	確実に会社員をサーファーが見ている	確実に会社員がサーファーを見ている	non-entailment	overlap-full	1	factive-adverb	train
12795	間違いなく若者を女の子が蹴った	間違いなく若者が女の子を蹴った	non-entailment	overlap-full	1	factive-adverb	train
12796	間違いなくホッケー選手を子供が指さしている	間違いなくホッケー選手が子供を指さしている	non-entailment	overlap-full	1	factive-adverb	train
12797	間違いなくカップルを女性が指さしている	間違いなくカップルが女性を指さしている	non-entailment	overlap-full	1	factive-adverb	train
12798	確実にカップルをスノーボーダーが見つめている	確実にカップルがスノーボーダーを見つめている	non-entailment	overlap-full	1	factive-adverb	train
12799	間違いなくスノーボーダーを老人が見つめている	間違いなくスノーボーダーが老人を見つめている	non-entailment	overlap-full	1	factive-adverb	train
12800	もし男の子が座っている場合、男性がフットボール選手をにらんでいるにちがいない	男の子が座っている	non-entailment	constituent	3	subordination	train
12801	もしカップルが立っている場合、スノーボーダーが男の子を蹴っただろう	カップルが立っている	non-entailment	constituent	3	subordination	train
12802	もしフットボール選手が歌を歌っている場合、女性がカップルをいじめているにちがいない	フットボール選手が歌を歌っている	non-entailment	constituent	3	subordination	train
12803	もし老人が走っている場合、スノーボーダーがテニス選手を追い回しただろう	老人が走っている	non-entailment	constituent	3	subordination	train
12804	もし女の子が座っているのでなければ、カップルがテニス選手を追い回しただろう	女の子が座っている	non-entailment	constituent	3	subordination	train
12805	もし男の子が遊んでいるなら、老人が女の子を追い回したにちがいない	男の子が遊んでいる	non-entailment	constituent	3	subordination	train
12806	もし男の子が泳いでいるなら、会社員が老人を見ているだろう	男の子が泳いでいる	non-entailment	constituent	3	subordination	train
12807	もしカップルが歩き回っている場合、女性が大人を追い払ったにちがいない	カップルが歩き回っている	non-entailment	constituent	3	subordination	train
12808	もし会社員が泣いているなら、スノーボーダーが大人を助けただろう	会社員が泣いている	non-entailment	constituent	3	subordination	train
12809	もし会社員が走っているのでなければ、フットボール選手が大人を助けたはずだ	会社員が走っている	non-entailment	constituent	3	subordination	train
12810	もしホッケー選手が立っている場合、男性が学生を追いかけているだろう	ホッケー選手が立っている	non-entailment	constituent	3	subordination	train
12811	もしスノーボーダーが横たわっているのでなければ、老人が男の子を見ているだろう	スノーボーダーが横たわっている	non-entailment	constituent	3	subordination	train
